Name,Year,Miles,Price,model_avg_price,model_listing_count,Age,AgeBand,MileageBand,price_zscore
Jeep Grand Cherokee,2017,96980,21990,23092.367346938776,49,6,4-6,80-100k,0.026147033657016195
Nissan Sentra,2020,32111,21590,17151.21551724138,116,3,2-4,20-40k,-0.02429157288568976
Nissan Altima,2020,51362,24990,19293.97340425532,188,3,2-4,40-60k,0.4044365827273108
Chevrolet Captiva Sport,2014,99750,13590,15123.333333333334,6,9,8-10,80-100k,-1.0330637037398087
Ford Mustang,2015,33187,24990,25856.117647058825,102,8,6-8,20-40k,0.4044365827273108
Chevrolet Trailblazer,2021,41233,24990,24824.0,23,2,0-2,40-60k,0.4044365827273108
Chevrolet Cruze Limited,2016,71095,14990,14818.57142857143,14,7,6-8,60-80k,-0.856528580840338
Honda CR-Z,2011,55022,15990,15230.0,5,12,10-15,40-60k,-0.7304320644835731
Nissan Rogue,2016,51001,18990,20382.880165289258,242,7,6-8,40-60k,-0.35214251541327846
Toyota Corolla,2020,19145,24590,18560.486988847584,269,3,2-4,0-20k,0.3539979761846049
BMW i,2015,44100,20590,20447.894736842107,38,8,6-8,40-60k,-0.15038808924245464
Nissan LEAF,2016,31043,16590,19142.63157894737,38,7,6-8,20-40k,-0.6547741546695142
Kia Forte,2015,54046,14590,17017.92156862745,102,8,6-8,40-60k,-0.9069671873830439
Chevrolet Captiva Sport,2013,98615,13990,15123.333333333334,6,10,8-10,80-100k,-0.9826250971971029
GMC Terrain,2017,45625,20590,21643.57627118644,59,6,4-6,40-60k,-0.15038808924245464
Acura MDX,2012,103261,17590,23334.444444444445,18,11,10-15,100-130k,-0.5286776383127493
Acura TLX,2015,22825,23990,22612.222222222223,9,8,6-8,20-40k,0.278340066370546
Hyundai Sonata,2017,70055,15990,16759.738562091505,153,6,4-6,60-80k,-0.7304320644835731
MAZDA MAZDA,2014,44575,18590,17840.6338028169,142,9,8-10,40-60k,-0.4025811219559844
Hyundai Sonata,2017,81914,15990,16759.738562091505,153,6,4-6,80-100k,-0.7304320644835731
Jeep Renegade,2015,69634,17990,20176.3661971831,71,8,6-8,60-80k,-0.47823903177004334
Ford Edge,2013,73013,15990,20629.243243243243,74,10,8-10,60-80k,-0.7304320644835731
MAZDA MAZDA,2021,15304,22990,17840.6338028169,142,2,0-2,0-20k,0.15224355001378106
Toyota Camry,2014,27972,19990,20721.41134751773,141,9,8-10,20-40k,-0.22604599905651357
Ford Fusion,2020,19555,22990,18113.032,125,3,2-4,0-20k,0.15224355001378106
Kia Niro,2019,47208,23590,23530.0,10,4,2-4,40-60k,0.22790145982784
Honda Civic,2017,45639,20990,18925.32380952381,210,6,4-6,40-60k,-0.09994948269974868
Honda Civic,2017,56289,21990,18925.32380952381,210,6,4-6,40-60k,0.026147033657016195
Acura RLX,2014,69882,20990,20990.0,1,9,8-10,60-80k,-0.09994948269974868
Nissan Rogue Select,2015,73550,15590,16376.666666666666,15,8,6-8,60-80k,-0.780870671026279
MINI Convertible,2014,59863,19990,21253.157894736843,19,9,8-10,40-60k,-0.22604599905651357
Nissan Frontier Crew Cab,2016,52739,23590,26840.0,16,7,6-8,40-60k,0.22790145982784
Honda Accord,2017,91362,20990,20338.34351145038,131,6,4-6,80-100k,-0.09994948269974868
Mercedes-Benz C-Class,2019,12384,37990,25064.074074074073,27,4,2-4,0-20k,2.0436912953652544
Nissan Kicks,2021,24929,24590,19809.626373626375,91,2,0-2,20-40k,0.3539979761846049
Lexus GS,2014,82293,23990,26690.0,6,9,8-10,80-100k,0.278340066370546
Ford Taurus,2013,53207,17590,17145.555555555555,18,10,8-10,40-60k,-0.5286776383127493
MAZDA Tribute,2011,38041,14990,14990.0,1,12,10-15,20-40k,-0.856528580840338
Ford Edge,2019,61859,25990,20629.243243243243,74,4,2-4,60-80k,0.5305330990840758
Kia Rio,2019,14067,18990,16682.0,35,4,2-4,0-20k,-0.35214251541327846
Kia Soul,2016,88062,13990,17106.064516129034,124,7,6-8,80-100k,-0.9826250971971029
Ford Focus,2016,48732,15990,14996.451612903225,93,7,6-8,40-60k,-0.7304320644835731
GMC Acadia,2016,102731,20590,26526.174603174604,63,7,6-8,100-130k,-0.15038808924245464
Honda Civic,2019,41744,21990,18925.32380952381,210,4,2-4,40-60k,0.026147033657016195
Buick Encore,2019,44475,19590,18820.149425287356,87,4,2-4,40-60k,-0.2764846055992195
Chrysler Town & Country,2013,101138,14990,17956.666666666668,24,10,8-10,100-130k,-0.856528580840338
Ford Flex,2016,78675,22590,23264.36,25,7,6-8,60-80k,0.10180494347107512
INFINITI QX,2021,52400,43590,26679.234375,64,2,0-2,40-60k,2.7498317869631377
Mitsubishi Eclipse Cross,2018,26701,24990,21140.0,8,5,4-6,20-40k,0.4044365827273108
INFINITI QX,2018,59141,27590,26679.234375,64,5,4-6,40-60k,0.7322875252548995
Ford Edge,2011,93306,14590,20629.243243243243,74,12,10-15,80-100k,-0.9069671873830439
Jeep Renegade,2017,74523,20590,20176.3661971831,71,6,4-6,60-80k,-0.15038808924245464
MAZDA MAZDA,2016,96439,15990,17840.6338028169,142,7,6-8,80-100k,-0.7304320644835731
Chevrolet Sonic,2015,87395,12590,14630.90909090909,44,8,6-8,80-100k,-1.1591602200965736
Nissan Pathfinder,2015,92122,16590,22727.11111111111,36,8,6-8,80-100k,-0.6547741546695142
Nissan Rogue,2015,58722,19590,20382.880165289258,242,8,6-8,40-60k,-0.2764846055992195
Toyota RAV,2018,80633,21990,23160.708333333332,72,5,4-6,80-100k,0.026147033657016195
Toyota Corolla,2014,62226,15990,18560.486988847584,269,9,8-10,60-80k,-0.7304320644835731
Ford Edge,2018,51957,21590,20629.243243243243,74,5,4-6,40-60k,-0.02429157288568976
Hyundai Elantra,2013,93759,12990,17041.33846153846,195,10,8-10,80-100k,-1.1087216135538678
Volkswagen Passat,2017,116121,15990,18311.052631578947,76,6,4-6,100-130k,-0.7304320644835731
MAZDA MAZDA,2020,23367,23990,17840.6338028169,142,3,2-4,20-40k,0.278340066370546
MINI Countryman,2013,82496,14990,19147.14285714286,42,10,8-10,80-100k,-0.856528580840338
Chevrolet Trax,2015,35008,17590,18076.951219512193,82,8,6-8,20-40k,-0.5286776383127493
Subaru Impreza,2019,43022,21590,19643.23076923077,26,4,2-4,40-60k,-0.02429157288568976
Honda Pilot,2013,68341,21990,25763.433333333334,30,10,8-10,60-80k,0.026147033657016195
Kia Forte,2020,57165,18990,17017.92156862745,102,3,2-4,40-60k,-0.35214251541327846
Ford Taurus,2013,62303,15990,17145.555555555555,18,10,8-10,60-80k,-0.7304320644835731
Ford Fusion,2019,33083,20990,18113.032,125,4,2-4,20-40k,-0.09994948269974868
Honda Civic,2015,72869,17590,18925.32380952381,210,8,6-8,60-80k,-0.5286776383127493
Kia Forte,2021,9352,24590,17017.92156862745,102,2,0-2,0-20k,0.3539979761846049
MAZDA MAZDA,2017,38247,20990,17840.6338028169,142,6,4-6,20-40k,-0.09994948269974868
BMW i,2014,33951,18990,20447.894736842107,38,9,8-10,20-40k,-0.35214251541327846
Volkswagen Tiguan,2017,54740,17990,20451.456140350878,57,6,4-6,40-60k,-0.47823903177004334
Hyundai Sonata,2018,62122,17990,16759.738562091505,153,5,4-6,60-80k,-0.47823903177004334
Volkswagen Passat,2018,48021,21990,18311.052631578947,76,5,4-6,40-60k,0.026147033657016195
GMC Terrain,2017,37814,21990,21643.57627118644,59,6,4-6,20-40k,0.026147033657016195
Chevrolet Cruze,2017,74170,17590,15992.5,80,6,4-6,60-80k,-0.5286776383127493
MAZDA MAZDA,2010,87323,12990,17840.6338028169,142,13,10-15,80-100k,-1.1087216135538678
Volkswagen Jetta,2019,47104,19590,17068.442477876106,113,4,2-4,40-60k,-0.2764846055992195
Jeep Cherokee,2014,49036,19590,21467.63829787234,141,9,8-10,40-60k,-0.2764846055992195
Volkswagen Passat,2018,32974,22990,18311.052631578947,76,5,4-6,20-40k,0.15224355001378106
Kia Optima Hybrid,2016,76248,17990,17390.0,3,7,6-8,60-80k,-0.47823903177004334
Kia Rio,2012,54580,13590,16682.0,35,11,10-15,40-60k,-1.0330637037398087
Acura MDX,2014,97034,21990,23334.444444444445,18,9,8-10,80-100k,0.026147033657016195
Jeep Cherokee,2018,37344,22990,21467.63829787234,141,5,4-6,20-40k,0.15224355001378106
Jeep Compass,2021,53856,21990,20590.543103448275,116,2,0-2,40-60k,0.026147033657016195
Buick Enclave,2017,57884,24590,25804.4,25,6,4-6,40-60k,0.3539979761846049
Nissan Sentra,2018,80221,14990,17151.21551724138,116,5,4-6,80-100k,-0.856528580840338
Honda Civic,2017,37332,22990,18925.32380952381,210,6,4-6,20-40k,0.15224355001378106
Toyota RAV,2014,62135,19990,23160.708333333332,72,9,8-10,60-80k,-0.22604599905651357
Jeep Grand Cherokee,2016,99054,20590,23092.367346938776,49,7,6-8,80-100k,-0.15038808924245464
Hyundai Elantra,2017,48472,16990,17041.33846153846,195,6,4-6,40-60k,-0.6043355481268082
INFINITI Q,2015,84263,20590,25347.133333333335,30,8,6-8,80-100k,-0.15038808924245464
Chevrolet Spark,2017,41704,16990,15980.290909090909,55,6,4-6,40-60k,-0.6043355481268082
Chevrolet Blazer,2019,54630,25990,27322.36842105263,19,4,2-4,40-60k,0.5305330990840758
Kia Sorento,2016,93655,16590,21217.59405940594,101,7,6-8,80-100k,-0.6547741546695142
Honda Accord,2020,43858,28590,20338.34351145038,131,3,2-4,40-60k,0.8583840416116644
INFINITI EX,2012,68481,17990,17990.0,1,11,10-15,60-80k,-0.47823903177004334
Buick Enclave,2015,92533,19590,25804.4,25,8,6-8,80-100k,-0.2764846055992195
Toyota Camry,2019,51092,27590,20721.41134751773,141,4,2-4,40-60k,0.7322875252548995
Mitsubishi Outlander Sport,2021,28286,21990,18771.48148148148,54,2,0-2,20-40k,0.026147033657016195
Nissan LEAF,2019,13316,23990,19142.63157894737,38,4,2-4,0-20k,0.278340066370546
Kia Cadenza,2014,69830,17590,20765.0,8,9,8-10,60-80k,-0.5286776383127493
Dodge Journey,2018,87155,19990,19075.328125,64,5,4-6,80-100k,-0.22604599905651357
Honda Fit,2015,19436,19990,17112.222222222223,54,8,6-8,0-20k,-0.22604599905651357
Ford EcoSport,2019,21687,20590,19908.256756756757,74,4,2-4,20-40k,-0.15038808924245464
Chevrolet Camaro,2016,49016,23590,26673.675324675325,77,7,6-8,40-60k,0.22790145982784
Dodge Dart,2014,52704,15990,15032.105263157895,19,9,8-10,40-60k,-0.7304320644835731
Subaru Impreza,2016,94362,16990,19643.23076923077,26,7,6-8,80-100k,-0.6043355481268082
Toyota Camry,2011,53989,15590,20721.41134751773,141,12,10-15,40-60k,-0.780870671026279
Subaru Forester,2014,85784,16990,20446.25,32,9,8-10,80-100k,-0.6043355481268082
Nissan Versa,2020,32843,18590,15995.263157894737,95,3,2-4,20-40k,-0.4025811219559844
MINI Clubman,2017,43424,22990,20763.333333333332,15,6,4-6,40-60k,0.15224355001378106
Honda Civic,2016,20682,20990,18925.32380952381,210,7,6-8,20-40k,-0.09994948269974868
Kia Rio,2013,38205,13590,16682.0,35,10,8-10,20-40k,-1.0330637037398087
Nissan Sentra,2019,60153,17990,17151.21551724138,116,4,2-4,60-80k,-0.47823903177004334
Ford Fusion,2017,54025,18990,18113.032,125,6,4-6,40-60k,-0.35214251541327846
MINI Convertible,2013,36956,20590,21253.157894736843,19,10,8-10,20-40k,-0.15038808924245464
Nissan Rogue Select,2015,94258,14990,16376.666666666666,15,8,6-8,80-100k,-0.856528580840338
Nissan Rogue,2018,31863,21990,20382.880165289258,242,5,4-6,20-40k,0.026147033657016195
Lexus RX,2013,87730,21990,27399.52380952381,21,10,8-10,80-100k,0.026147033657016195
INFINITI QX,2020,54088,29990,26679.234375,64,3,2-4,40-60k,1.0349191645111353
INFINITI Q,2021,25873,31590,25347.133333333335,30,2,0-2,20-40k,1.236673590681959
Toyota Tacoma Double Cab,2022,8361,37990,33790.0,28,1,0-2,0-20k,2.0436912953652544
INFINITI QX,2021,42874,48990,26679.234375,64,2,0-2,40-60k,3.430752975289668
MAZDA CX-,2019,48882,28990,23001.7,140,4,2-4,40-60k,0.9088226481543704
Ford Fiesta,2018,11810,17990,14645.737704918032,61,5,4-6,0-20k,-0.47823903177004334
Hyundai Venue,2020,26342,21990,21417.8,20,3,2-4,20-40k,0.026147033657016195
Subaru Outback,2021,41332,28990,25362.21153846154,52,2,0-2,40-60k,0.9088226481543704
Buick Enclave,2015,100582,20590,25804.4,25,8,6-8,100-130k,-0.15038808924245464
Dodge Dart,2016,74948,14990,15032.105263157895,19,7,6-8,60-80k,-0.856528580840338
MAZDA CX-,2021,52250,29590,23001.7,140,2,0-2,40-60k,0.9844805579684293
Jeep Grand Cherokee,2015,61444,24990,23092.367346938776,49,8,6-8,60-80k,0.4044365827273108
Jeep Compass,2018,104408,18990,20590.543103448275,116,5,4-6,100-130k,-0.35214251541327846
Jeep Gladiator,2020,64543,40990,42513.0,7,3,2-4,60-80k,2.421980844435549
Ford EcoSport,2019,10554,20990,19908.256756756757,74,4,2-4,0-20k,-0.09994948269974868
MINI Hardtop,2014,59070,18590,16547.14285714286,14,9,8-10,40-60k,-0.4025811219559844
Ford Edge,2013,65667,18590,20629.243243243243,74,10,8-10,60-80k,-0.4025811219559844
Chevrolet Impala,2017,59837,20990,20195.8,40,6,4-6,40-60k,-0.09994948269974868
Mitsubishi Mirage,2018,5245,16990,15890.0,22,5,4-6,0-20k,-0.6043355481268082
Honda CR-V,2016,63350,20590,21022.757009345794,107,7,6-8,60-80k,-0.15038808924245464
Honda Pilot,2019,44037,27990,25763.433333333334,30,4,2-4,40-60k,0.7827261317976055
Chevrolet Equinox,2018,29985,21990,19319.105263157893,171,5,4-6,20-40k,0.026147033657016195
Nissan Sentra,2017,84981,14990,17151.21551724138,116,6,4-6,80-100k,-0.856528580840338
Honda CR-V,2018,45866,23990,21022.757009345794,107,5,4-6,40-60k,0.278340066370546
Lexus GX,2017,56892,37990,40590.0,6,6,4-6,40-60k,2.0436912953652544
Ford Taurus,2015,95723,15990,17145.555555555555,18,8,6-8,80-100k,-0.7304320644835731
Kia Seltos,2021,21953,24990,25770.0,10,2,0-2,20-40k,0.4044365827273108
Toyota Corolla,2015,102531,15990,18560.486988847584,269,8,6-8,100-130k,-0.7304320644835731
Jeep Grand Cherokee,2017,44162,24990,23092.367346938776,49,6,4-6,40-60k,0.4044365827273108
Honda Pilot,2018,54350,28990,25763.433333333334,30,5,4-6,40-60k,0.9088226481543704
Nissan Versa,2017,44012,14990,15995.263157894737,95,6,4-6,40-60k,-0.856528580840338
Ford Escape,2017,57736,17990,19376.448,125,6,4-6,40-60k,-0.47823903177004334
Honda CR-V,2016,44857,24990,21022.757009345794,107,7,6-8,40-60k,0.4044365827273108
Cadillac XT,2020,51257,31990,29830.0,10,3,2-4,40-60k,1.287112197224665
Ford Explorer,2015,74332,19990,24112.425531914894,47,8,6-8,60-80k,-0.22604599905651357
Hyundai Santa Fe Sport,2013,67040,16590,18512.222222222223,36,10,8-10,60-80k,-0.6547741546695142
Cadillac ATS,2014,42093,20990,22034.444444444445,18,9,8-10,40-60k,-0.09994948269974868
Jeep Renegade,2020,40313,22590,20176.3661971831,71,3,2-4,40-60k,0.10180494347107512
Nissan Rogue Sport,2018,37613,20590,20399.048387096773,62,5,4-6,20-40k,-0.15038808924245464
Mercedes-Benz SLK-Class,2014,31073,28990,23634.444444444445,9,9,8-10,20-40k,0.9088226481543704
Cadillac CTS,2012,26765,24990,22603.333333333332,15,11,10-15,20-40k,0.4044365827273108
INFINITI QX,2017,47604,23990,26679.234375,64,6,4-6,40-60k,0.278340066370546
INFINITI QX,2020,61320,26590,26679.234375,64,3,2-4,60-80k,0.6061910088981346
Ford Mustang,2020,59644,24590,25856.117647058825,102,3,2-4,40-60k,0.3539979761846049
MINI Clubman,2010,104307,12990,20763.333333333332,15,13,10-15,100-130k,-1.1087216135538678
Toyota Runner,2019,75566,30590,37440.846153846156,13,4,2-4,60-80k,1.1105770743251941
Honda CR-V,2016,74145,21590,21022.757009345794,107,7,6-8,60-80k,-0.02429157288568976
FIAT  Abarth,2018,24731,21990,18890.0,4,5,4-6,20-40k,0.026147033657016195
Kia Sedona,2018,62644,23990,19804.285714285714,14,5,4-6,60-80k,0.278340066370546
Subaru Crosstrek,2016,54197,22990,24538.548387096773,31,7,6-8,40-60k,0.15224355001378106
INFINITI G,2011,90013,17590,18252.5,16,12,10-15,80-100k,-0.5286776383127493
Hyundai Accent,2022,11417,20990,15905.254237288136,59,1,0-2,0-20k,-0.09994948269974868
Lexus ES,2013,60419,22590,26148.61111111111,36,10,8-10,60-80k,0.10180494347107512
Honda Fit,2013,76205,14590,17112.222222222223,54,10,8-10,60-80k,-0.9069671873830439
INFINITI G,2013,99546,18990,18252.5,16,10,8-10,80-100k,-0.35214251541327846
Chevrolet Sonic,2015,100331,12990,14630.90909090909,44,8,6-8,100-130k,-1.1087216135538678
FIAT L,2015,92329,13990,16690.0,12,8,6-8,80-100k,-0.9826250971971029
Nissan Rogue,2015,83175,15990,20382.880165289258,242,8,6-8,80-100k,-0.7304320644835731
Ford Fusion,2020,47696,20990,18113.032,125,3,2-4,40-60k,-0.09994948269974868
Volkswagen Passat,2016,59467,18990,18311.052631578947,76,7,6-8,40-60k,-0.35214251541327846
Subaru Forester,2014,88054,18990,20446.25,32,9,8-10,80-100k,-0.35214251541327846
Nissan Versa,2014,56534,12990,15995.263157894737,95,9,8-10,40-60k,-1.1087216135538678
Dodge Grand Caravan Passenger,2017,91889,17590,18365.342465753423,73,6,4-6,80-100k,-0.5286776383127493
Mitsubishi Outlander Sport,2020,42339,20990,18771.48148148148,54,3,2-4,40-60k,-0.09994948269974868
Nissan Z,2010,96955,17990,25971.81818181818,11,13,10-15,80-100k,-0.47823903177004334
Hyundai Kona,2019,66128,18990,22149.1,30,4,2-4,60-80k,-0.35214251541327846
Nissan Versa,2019,40691,15990,15995.263157894737,95,4,2-4,40-60k,-0.7304320644835731
MINI Hardtop  Door,2015,50450,19590,20638.64864864865,37,8,6-8,40-60k,-0.2764846055992195
Kia Soul,2020,19876,20590,17106.064516129034,124,3,2-4,0-20k,-0.15038808924245464
Kia Sorento,2018,46900,20990,21217.59405940594,101,5,4-6,40-60k,-0.09994948269974868
Volkswagen Golf SportWagen,2016,64560,18990,20065.0,8,7,6-8,60-80k,-0.35214251541327846
Nissan Pathfinder,2017,71123,19990,22727.11111111111,36,6,4-6,60-80k,-0.22604599905651357
Toyota Camry,2012,77882,18590,20721.41134751773,141,11,10-15,60-80k,-0.4025811219559844
Kia Sedona,2016,101013,18990,19804.285714285714,14,7,6-8,100-130k,-0.35214251541327846
INFINITI QX,2017,48286,24990,26679.234375,64,6,4-6,40-60k,0.4044365827273108
Subaru Legacy,2013,87038,14990,20081.428571428572,21,10,8-10,80-100k,-0.856528580840338
Toyota RAV,2017,75460,22990,23160.708333333332,72,6,4-6,60-80k,0.15224355001378106
Jeep Cherokee,2019,71035,20590,21467.63829787234,141,4,2-4,60-80k,-0.15038808924245464
Nissan Versa,2017,36855,15590,15995.263157894737,95,6,4-6,20-40k,-0.780870671026279
Volkswagen Golf,2015,41298,19990,17881.666666666668,24,8,6-8,40-60k,-0.22604599905651357
Chevrolet Camaro,2015,15144,22590,26673.675324675325,77,8,6-8,0-20k,0.10180494347107512
Nissan Sentra,2016,92857,13990,17151.21551724138,116,7,6-8,80-100k,-0.9826250971971029
Hyundai Elantra,2019,50611,18990,17041.33846153846,195,4,2-4,40-60k,-0.35214251541327846
Chrysler Pacifica,2017,83372,20590,26151.657142857144,35,6,4-6,80-100k,-0.15038808924245464
Chevrolet Equinox,2017,60545,17990,19319.105263157893,171,6,4-6,60-80k,-0.47823903177004334
Volvo S,2013,67887,16990,22542.380952380954,21,10,8-10,60-80k,-0.6043355481268082
Kia Soul,2021,50771,19590,17106.064516129034,124,2,0-2,40-60k,-0.2764846055992195
Subaru Forester,2015,84342,19990,20446.25,32,8,6-8,80-100k,-0.22604599905651357
Chevrolet Cruze,2014,99782,12990,15992.5,80,9,8-10,80-100k,-1.1087216135538678
Mercedes-Benz E-Class,2010,75642,19990,24882.30769230769,26,13,10-15,60-80k,-0.22604599905651357
Jeep Cherokee,2019,45658,20990,21467.63829787234,141,4,2-4,40-60k,-0.09994948269974868
Volkswagen Passat,2013,67739,15990,18311.052631578947,76,10,8-10,60-80k,-0.7304320644835731
Honda CR-V,2012,56263,19590,21022.757009345794,107,11,10-15,40-60k,-0.2764846055992195
Subaru XV Crosstrek,2015,94483,18590,18790.0,8,8,6-8,80-100k,-0.4025811219559844
MINI Hardtop  Door,2017,41598,21990,20638.64864864865,37,6,4-6,40-60k,0.026147033657016195
Chevrolet Equinox,2012,75144,15990,19319.105263157893,171,11,10-15,60-80k,-0.7304320644835731
Volvo C,2009,71463,14990,16990.0,2,14,10-15,60-80k,-0.856528580840338
Volkswagen Beetle,2014,81910,17590,20275.0,40,9,8-10,80-100k,-0.5286776383127493
Lexus ES,2013,52481,24990,26148.61111111111,36,10,8-10,40-60k,0.4044365827273108
Dodge Grand Caravan Passenger,2019,98919,17590,18365.342465753423,73,4,2-4,80-100k,-0.5286776383127493
Kia Soul,2011,64180,12990,17106.064516129034,124,12,10-15,60-80k,-1.1087216135538678
Jeep Cherokee,2019,63619,21590,21467.63829787234,141,4,2-4,60-80k,-0.02429157288568976
Kia Soul EV,2016,29863,17590,16590.0,3,7,6-8,20-40k,-0.5286776383127493
Honda Fit,2013,83994,14990,17112.222222222223,54,10,8-10,80-100k,-0.856528580840338
Kia Optima,2020,53204,20590,17867.048076923078,104,3,2-4,40-60k,-0.15038808924245464
Toyota Corolla,2020,39815,20990,18560.486988847584,269,3,2-4,20-40k,-0.09994948269974868
Honda Fit,2015,73562,16990,17112.222222222223,54,8,6-8,60-80k,-0.6043355481268082
MAZDA MAZDA,2019,51122,22990,17840.6338028169,142,4,2-4,40-60k,0.15224355001378106
Cadillac SRX,2012,37894,21990,20345.555555555555,9,11,10-15,20-40k,0.026147033657016195
Chevrolet Equinox,2020,47774,22590,19319.105263157893,171,3,2-4,40-60k,0.10180494347107512
MAZDA CX-,2014,85029,16990,23001.7,140,9,8-10,80-100k,-0.6043355481268082
Honda Accord,2012,90328,15990,20338.34351145038,131,11,10-15,80-100k,-0.7304320644835731
GMC Terrain,2019,45635,24990,21643.57627118644,59,4,2-4,40-60k,0.4044365827273108
Subaru Crosstrek,2016,48648,22990,24538.548387096773,31,7,6-8,40-60k,0.15224355001378106
smart fortwo,2014,22108,13990,13970.0,10,9,8-10,20-40k,-0.9826250971971029
Jeep Grand Cherokee,2013,58652,20590,23092.367346938776,49,10,8-10,40-60k,-0.15038808924245464
Ford Escape,2020,34619,23990,19376.448,125,3,2-4,20-40k,0.278340066370546
